,id,text,URL,createdTimestamp,quoteCount,replyCount,retweetCount,favoriteCount,isInReplyTouser_id,userLocation,userFollowersCount,userFriendsCount,lang,isRelated,source,sourceDate,NP,isInReplyTo,user_id
26,5dab73cc11bb5a1f6c86dfd7,Wells Fargo taps one-time Dimon protégé Scharf to lead turnaround https://t.co/bUqZQncSTZ https://t.co/h8TzEr1ZDg,https://t.co/bUqZQncSTZ,2019-09-27 23:03:05,0,0,0,0,,"633 Lacey Road, Forked River, NJ 08731",7,1,en,Y,WF,2019-09-27,,0.0,1.1333663507585352e+18
27,5dab73cc11bb5a1f6c86dfd8,New Wells Fargo CEO Charles Scharf is About to Tackle the Toughest Job in Banking https://t.co/7vyuu13YDE https://t.co/hgUWWQ3d9G,https://t.co/7vyuu13YDE,2019-09-27 23:01:07,0,0,0,0,,,48,155,en,Y,WF,2019-09-27,,0.0,9.378680197489132e+17
28,5dab73cc11bb5a1f6c86dfd9,"Wells Fargo has named BNY Mellon's chief its new CEO, ending a six-month search https://t.co/XKSb6T7V13 via @WSJ",https://t.co/XKSb6T7V13,2019-09-27 22:59:28,0,0,0,0,,"New York, NY",58,263,en,Y,WF,2019-09-27,,0.0,2902969808.0
29,5dab73cc11bb5a1f6c86dfda,Scandal-plagued Wells Fargo names BNY Mellon's Charles Scharf as CEO - CNBC https://t.co/wsbNTMekjL via @GoogleNews,https://t.co/wsbNTMekjL,2019-09-27 22:59:15,0,0,0,0,,,25,64,en,Y,WF,2019-09-27,,0.0,1.1250970338729452e+18
30,5dab73cc11bb5a1f6c86dfdb,Wells Fargo taps one-time Dimon protégé Scharf to lead turnaround https://t.co/WQeaqTFucM https://t.co/WWOKoJDVZd,https://t.co/WQeaqTFucM,2019-09-27 22:59:02,0,0,0,0,,CDMX,59,41,en,Y,WF,2019-09-27,,0.0,7.736747093219082e+17
31,5dab73cc11bb5a1f6c86dfdc,New Wells Fargo CEO Charles Scharf is About to Tackle the Toughest Job in Banking https://t.co/zo1M4n4YAu https://t.co/W2JAnokNhb,https://t.co/zo1M4n4YAu,2019-09-27 22:58:36,0,0,0,0,,"London, England",842,61,en,Y,WF,2019-09-27,,0.0,301129964.0
32,5dab73cc11bb5a1f6c86dfdd,https://t.co/4Nif8tjsXi,https://t.co/4Nif8tjsXi,2019-09-27 22:58:03,0,0,0,0,,Ireland,1382,2667,und,N,WF,2019-09-27,,0.0,294111939.0
33,5dab73cc11bb5a1f6c86dfde,Scandal-plagued Wells Fargo names BNY Mellon's Charles Scharf as CEO - CNBC https://t.co/JE997V9tCT,https://t.co/JE997V9tCT,2019-09-27 22:57:52,0,0,0,0,,,682,960,en,Y,WF,2019-09-27,,0.0,7.137991103278203e+17
34,5dab73cc11bb5a1f6c86dfdf,"RT @hannahlevitt: one day before the Wells Fargo’s CEO search hit its 6 month mark, the bank named Charlie Scharf — JPM/Visa alum running B…",,2019-09-27 22:56:57,0,0,0,0,,Everywhere ,382,4857,en,Y,WF,2019-09-27,,0.0,3473310926.0
35,5dab73cd11bb5a1f6c86dfe0,"RT @sridinats: The banking world's most significant glass ceiling still remains intact with Charlie Scharf being named Wells Fargo CEO. 
ht…",,2019-09-27 22:56:04,0,0,0,0,,Everywhere ,382,4857,en,Y,WF,2019-09-27,N,0.0,3473310926.0
36,5dab73cd11bb5a1f6c86dfe1,"NBA-style free agency comes to banking
https://t.co/4o3eswtuTY",https://t.co/4o3eswtuTY,2019-09-27 22:55:16,0,0,0,2,,,435,516,en,Y,WF,2019-09-27,,0.0,513853507.0
37,5dab73cd11bb5a1f6c86dfe2,"Here is what our Chief Reputation Officer, Stephen Hahn Griffiths said about the appointment of the new Wells Fargo… https://t.co/wghtMEDry4",https://t.co/wghtMEDry4,2019-09-27 22:54:16,0,0,0,0,,,21,65,en,Y,WF,2019-09-27,,0.0,182871132.0
38,5dab73cd11bb5a1f6c86dfe3,Charles Scharf as CEO Can Revive Wells Fargo. Buy Its Stock Now. https://t.co/AH5oqJ2qbl https://t.co/M5o3cWleDu,https://t.co/AH5oqJ2qbl,2019-09-27 22:52:39,0,0,0,0,,,18,122,en,Y,WF,2019-09-27,P,0.0,1512983822.0
39,5dab73cd11bb5a1f6c86dfe4,Wells Fargo chooses BNY Mellon's Scharf as third CEO in three years - https://t.co/KXnTYjCHEk,https://t.co/KXnTYjCHEk,2019-09-27 22:49:32,0,0,0,0,,"Miami, FL",472,4,en,Y,WF,2019-09-27,,0.0,364589590.0
40,5dab73cd11bb5a1f6c86dfe5,RT @CNBC: Wells Fargo names BNY Mellon's Charles Scharf as CEO https://t.co/yiDh4Uv0wH,https://t.co/yiDh4Uv0wH,2019-09-27 22:47:22,0,0,0,0,,,532,689,en,Y,WF,2019-09-27,,0.0,426244633.0
41,5dab73cd11bb5a1f6c86dfe6,"RT @MoiseNoise: Wells Fargo tapped Charles Scharf, a one-time Jamie Dimon protégé known on Wall Street as a detail-oriented number cruncher…",,2019-09-27 22:46:27,0,0,0,0,,DMV⏩NYC,772,515,en,Y,WF,2019-09-27,,0.0,284435952.0
42,5dab73cd11bb5a1f6c86dfe7,Wells Fargo hires New York Mellon's Scharf as its new CEO - https://t.co/bKlLE4fJGr #LatestComments https://t.co/cOEbFzPY73,https://t.co/bKlLE4fJGr,2019-09-27 22:45:05,0,0,0,0,,,15276,290,en,Y,WF,2019-09-27,,0.0,3088796493.0
43,5dab73cd11bb5a1f6c86dfe8,"RT @TheEconomist: Charles Scharf, the former boss of BNY Mellon, will take over as CEO of Wells Fargo https://t.co/ONftF2bDEz",https://t.co/ONftF2bDEz,2019-09-27 22:44:02,0,0,0,0,,,0,449,en,Y,WF,2019-09-27,,0.0,1.1648189461527552e+18
44,5dab73cd11bb5a1f6c86dfe9,Wells Fargo gives new CEO a 40% pay boost to $23 million https://t.co/zvsykHKodM,https://t.co/zvsykHKodM,2019-09-27 22:42:01,0,0,0,0,,"Ontario, CA",13317,241,en,Y,WF,2019-09-27,,0.0,36739057.0
45,5dab73cd11bb5a1f6c86dfea,Wells Fargo taps one-time Dimon protégé Scharf to lead turnaround https://t.co/AqeEbig6Rj,https://t.co/AqeEbig6Rj,2019-09-27 22:40:36,0,0,0,0,,,6022,6036,en,Y,WF,2019-09-27,,0.0,7.900375672320246e+17
46,5dab73cd11bb5a1f6c86dfeb,Scandal-plagued Wells Fargo names BNY Mellon's Charles Scharf as CEO https://t.co/GSLj4tlo2E,https://t.co/GSLj4tlo2E,2019-09-27 22:40:10,0,0,0,0,,,36,8,en,Y,WF,2019-09-27,,0.0,575118295.0
47,5dab73cd11bb5a1f6c86dfec,RT @JordynJournals: Wells Fargo named a new CEO -- and its another white man. The embattled bank had the opportunity to become the first ma…,,2019-09-27 22:35:43,0,0,0,0,,,313,571,en,Y,WF,2019-09-27,N,0.0,3252957453.0
48,5dab73cd11bb5a1f6c86dfed,RT @daniellechemtob: Elizabeth Warren weighs in on Wells Fargo's new CEO. Warren has been an outspoken critic of the bank and of previous C…,,2019-09-27 22:35:24,0,0,0,0,,"Raleigh, NC",5786,1977,en,Y,WF,2019-09-27,,0.0,250170662.0
49,5dab73cd11bb5a1f6c86dfee,Wells Fargo names outsider as new CEO three years after fake accounts scandal https://t.co/TZWr8e5raO,https://t.co/TZWr8e5raO,2019-09-27 22:35:02,0,0,0,0,,"St. Louis, MO",10696,468,en,Y,WF,2019-09-27,,0.0,112593258.0
50,5dab73cd11bb5a1f6c86dfef,"Cramer: The new Wells Fargo CEO had turned down the job initially, but then reconsidered https://t.co/e8BBlzKSbv https://t.co/qd0YRuJXio",https://t.co/e8BBlzKSbv,2019-09-27 22:32:41,0,0,0,0,,World,31,12,en,Y,WF,2019-09-27,,0.0,1.039728124366336e+18
51,5dab73cd11bb5a1f6c86dff0,"#ICYMI: Wells Fargo Names Outsider as CEO, Praises General Counsel Allen Parker for His Interim Leadership… https://t.co/fuUiYz4Y6U",https://t.co/fuUiYz4Y6U,2019-09-27 22:30:08,0,0,0,0,,Los Angeles,984,2166,en,Y,WF,2019-09-27,,0.0,28927720.0
52,5dab73cd11bb5a1f6c86dff1,Wells Fargo’s board of directors has conducted a months-long search for someone outside the bank to fill the top sl… https://t.co/t6rZepDJAc,https://t.co/t6rZepDJAc,2019-09-27 22:30:03,0,0,0,0,,"New York, NY",53884,6761,en,Y,WF,2019-09-27,,0.0,18995454.0
53,5dab73ce11bb5a1f6c86dff2,"RT @reym12: From stringent federal oversight to a “toxic work culture,” the former BNY Mellon and Visa CEO has his work cut out for him. @F…",,2019-09-27 22:29:55,0,0,0,0,,New York City,909,1177,en,Y,WF,2019-09-27,,0.0,109562119.0
54,5dab73ce11bb5a1f6c86dff3,Elizabeth Warren weighs in on Wells Fargo's new CEO. Warren has been an outspoken critic of the bank and of previou… https://t.co/DqONj2wrG6,https://t.co/DqONj2wrG6,2019-09-27 22:29:13,0,0,1,1,,"Charlotte, NC",1569,2156,en,Y,WF,2019-09-27,,0.0,2426461423.0
55,5dab73ce11bb5a1f6c86dff4,Wells Fargo hires New York Mellon's Scharf as its new CEO https://t.co/U2y63I9Lxs via @YahooFinanceCA,https://t.co/U2y63I9Lxs,2019-09-27 22:26:10,0,0,0,0,,quebec city centre ville de  charlesbourg,3118,2727,en,Y,WF,2019-09-27,,0.0,1244372887.0
56,5dab73ce11bb5a1f6c86dff5,Wells Fargo names its third CEO in as many years as it attempts to move on from a series of scandals. https://t.co/LCAxJNdCRu,https://t.co/LCAxJNdCRu,2019-09-27 22:24:57,0,0,0,0,,"Seattle, Washington",4015,265,en,Y,WF,2019-09-27,,0.0,125436708.0
57,5dab73ce11bb5a1f6c86dff6,"RT @svbizjournal: Wells Fargo’s new CEO Charlie Scharf seen as ‘perfect person’ for the job, an analyst says. https://t.co/IXisN8GObb",https://t.co/IXisN8GObb,2019-09-27 22:24:49,0,0,0,0,,"San Diego, CA",16498,9053,en,Y,WF,2019-09-27,,0.0,18909076.0
58,5dab73ce11bb5a1f6c86dff7,Thoughts? San Francisco :: 5 key tasks facing Wells Fargo’s new CEO https://t.co/i3EGdUP29P,https://t.co/i3EGdUP29P,2019-09-27 22:24:03,0,0,0,0,,"San Francisco, CA, USA",4310,4992,en,Y,WF,2019-09-27,,0.0,8.530077088149545e+17
59,5dab73ce11bb5a1f6c86dff8,New Wells Fargo CEO Charles Scharf is About to Tackle the Toughest Job in Banking https://t.co/P9GRLehhxH via @FortuneMagazine,https://t.co/P9GRLehhxH,2019-09-27 22:22:44,0,0,0,0,,Parts Unknown,829,1862,en,Y,WF,2019-09-27,,0.0,26054240.0
60,5dab73ce11bb5a1f6c86dff9,"RT @ThinkAdvisor: Bank of New York Mellon Chairman and CEO Charles Scharf will lead @WellsFargo, effective Oct. 21. https://t.co/NEcnVIm1Z0",https://t.co/NEcnVIm1Z0,2019-09-27 22:22:33,0,0,0,0,,,139,850,en,Y,WF,2019-09-27,,0.0,2828319110.0
61,5dab73ce11bb5a1f6c86dffa,"You want to be our CEO?

No way, you're far too crooked and slimy....I wouldn't in a million...

How about we up th… https://t.co/jGVx2uKPvC",https://t.co/jGVx2uKPvC,2019-09-27 22:21:00,0,0,0,1,,,2455,343,en,Y,WF,2019-09-27,,0.0,14279417.0
62,5dab73ce11bb5a1f6c86dffb,"RT @reym12: From stringent federal oversight to a “toxic work culture,” the former BNY Mellon and Visa CEO has his work cut out for him. @F…",,2019-09-27 22:20:12,0,0,0,0,,New York via Montréal 🇺🇸🇨🇦,9643,884,en,Y,WF,2019-09-27,,0.0,218503228.0
63,5dab73ce11bb5a1f6c86dffc,"Bank of New York Mellon Chairman and CEO Charles Scharf will lead @WellsFargo, effective Oct. 21. https://t.co/NEcnVIm1Z0",https://t.co/NEcnVIm1Z0,2019-09-27 22:18:56,0,0,2,0,,"New York, NY",37855,1226,en,Y,WF,2019-09-27,,0.0,34379992.0
64,5dab73ce11bb5a1f6c86dffd,New Wells Fargo CEO Charles Scharf is About to Tackle the Toughest Job in Banking https://t.co/4oqcajGIRi,https://t.co/4oqcajGIRi,2019-09-27 22:18:45,0,0,0,0,,"Lagos, Nigeria",78,80,en,Y,WF,2019-09-27,,0.0,9.846073016245821e+17
65,5dab73ce11bb5a1f6c86dffe,"From stringent federal oversight to a “toxic work culture,” the former BNY Mellon and Visa CEO has his work cut out… https://t.co/K32rxeYLjg",https://t.co/K32rxeYLjg,2019-09-27 22:18:27,0,0,3,5,,"Los Angeles, CA",751,1685,en,Y,WF,2019-09-27,,0.0,49117097.0
66,5dab73ce11bb5a1f6c86dfff,RT @LDCAna1: Congratulations to Charlie Scharf on his role as @WellsFargo's new CEO - we look forward to continuing to work with Wells Farg…,,2019-09-27 22:17:54,0,0,0,0,,"Laguna Niguel, CA",206,466,en,Y,WF,2019-09-27,,0.0,125718354.0
67,5dab73ce11bb5a1f6c86e000,Wells Fargo taps one-time Dimon protégé Scharf to lead turnaround https://t.co/1heQDHaQf3,https://t.co/1heQDHaQf3,2019-09-27 22:17:24,0,0,0,0,,,12,43,en,Y,WF,2019-09-27,,0.0,1.1286889099180032e+18
68,5dab73ce11bb5a1f6c86e001,"Wells Fargo announced on Friday that Charles W. Scharf will be its new chief executive officer and president, effec… https://t.co/0GRplIt7h9",https://t.co/0GRplIt7h9,2019-09-27 22:17:17,0,0,0,1,,,104,104,en,Y,WF,2019-09-27,,0.0,7.24759014760915e+17
69,5dab73ce11bb5a1f6c86e002,New Wells Fargo CEO Charles Scharf is About to Tackle the Toughest Job in Banking https://t.co/bNJQSoYimf https://t.co/Ysf6AYab7h,https://t.co/bNJQSoYimf,2019-09-27 22:16:34,0,0,0,0,,"Diksmuide, België",30996,25248,en,Y,WF,2019-09-27,,0.0,283604227.0
70,5dab73cf11bb5a1f6c86e003,RT @businessinsider: Wells Fargo bumped their new CEO's salary 40% — to $23 million — to convince him to join https://t.co/8K9l76F1Ni,https://t.co/8K9l76F1Ni,2019-09-27 22:15:04,0,0,0,0,,"Manhattan, NY",178,273,en,Y,WF,2019-09-27,,0.0,8.882565980694774e+17
71,5dab73cf11bb5a1f6c86e004,https://t.co/35Yc53Dium,https://t.co/35Yc53Dium,2019-09-27 22:12:23,0,0,0,0,,"Salinas, California",130,51,und,N,WF,2019-09-27,,0.0,2716228219.0
72,5dab73cf11bb5a1f6c86e005,Wells Fargo taps one-time Dimon protégé Scharf to lead turnaround https://t.co/Oouqo5nmeZ #topNews… https://t.co/JfpEdTOJGn,https://t.co/Oouqo5nmeZ,2019-09-27 22:11:33,0,0,0,0,,Canada,5370,3430,en,Y,WF,2019-09-27,,0.0,241110794.0
73,5dab73cf11bb5a1f6c86e006,"Scharf Is a Great Choice for Wells Fargo, ABA CEO Nichols Says https://t.co/X56GUKqD26 :Auto pickup by wikyou",https://t.co/X56GUKqD26,2019-09-27 22:10:05,0,0,0,0,,JAPAN,2386,3444,en,Y,WF,2019-09-27,P,0.0,351304088.0
74,5dab73cf11bb5a1f6c86e007,"Wells Fargo chooses BNY Mellon's Scharf as third CEO in three years
 https://t.co/YIM1FFrh8M",https://t.co/YIM1FFrh8M,2019-09-27 22:10:02,0,0,0,0,,"Toronto, Ontario",22878,939,en,Y,WF,2019-09-27,,0.0,21268553.0
75,5dab73cf11bb5a1f6c86e008,Charlie Sharf moves to Wells Fargo on Oct. 21 https://t.co/JnYzVxnIFj,https://t.co/JnYzVxnIFj,2019-09-27 22:08:35,0,0,0,1,,"Palo Alto, CA",4014,124,en,Y,WF,2019-09-27,,0.0,92641376.0
76,5dab73cf11bb5a1f6c86e009,Wells Fargo names BNY Mellon’s Charles Scharf CEO to lead turnaround https://t.co/EwfjGE5GFV https://t.co/RNViMueyTB,https://t.co/EwfjGE5GFV,2019-09-27 22:08:33,1,1,0,1,,"Bengaluru, India",16,40,en,Y,WF,2019-09-27,,0.0,1.0451861088946545e+18
77,5dab73cf11bb5a1f6c86e00a,RT NBBJ: Wells Fargo hires new CEO https://t.co/nktxmpnrsZ https://t.co/mUCaH8JCbW,https://t.co/nktxmpnrsZ,2019-09-27 22:08:26,0,0,0,0,,"Santa Rosa, CA",489,1314,en,Y,WF,2019-09-27,,0.0,156508552.0
78,5dab73cf11bb5a1f6c86e00b,RT @JordynJournals: Wells Fargo named a new CEO -- and its another white man. The embattled bank had the opportunity to become the first ma…,,2019-09-27 22:08:20,0,0,0,0,,California,38,354,en,Y,WF,2019-09-27,N,0.0,7.397254347539333e+17
79,5dab73cf11bb5a1f6c86e00c,"Wells Fargo’s new CEO Charlie Scharf seen as ‘perfect person’ for the job, an analyst says. https://t.co/IXisN8GObb",https://t.co/IXisN8GObb,2019-09-27 22:05:54,0,0,1,1,,Silicon Valley,24273,1718,en,Y,WF,2019-09-27,P,0.0,17625154.0
80,5dab73cf11bb5a1f6c86e00d,"RT @TheEconomist: Charles Scharf, the former boss of BNY Mellon, will take over as CEO of Wells Fargo https://t.co/ONftF2bDEz",https://t.co/ONftF2bDEz,2019-09-27 22:05:53,0,0,0,0,,"Massachusetts, USA",2444,4964,en,Y,WF,2019-09-27,,0.0,1252907875.0
81,5dab73cf11bb5a1f6c86e00e,Wells Fargo hires new CEO https://t.co/5sCobtJiBW https://t.co/YZsiechtZS,https://t.co/5sCobtJiBW,2019-09-27 22:04:40,0,0,0,1,,"Santa Rosa, California",4927,577,en,Y,WF,2019-09-27,,0.0,57264785.0
82,5dab73cf11bb5a1f6c86e00f,Wells Fargo addressed a key concern among Bay Area readers Friday: What does having a New York-based CEO mean for t… https://t.co/x4aOPXGlFX,https://t.co/x4aOPXGlFX,2019-09-27 22:03:36,0,0,1,0,,San Francisco,34012,1781,en,Y,WF,2019-09-27,,0.0,19560636.0
83,5dab73cf11bb5a1f6c86e010,New Wells Fargo CEO will again run a West Coast-based company from NYC https://t.co/5xwVXi9TUO,https://t.co/5xwVXi9TUO,2019-09-27 22:02:52,0,0,0,0,,,18,122,en,Y,WF,2019-09-27,,0.0,1512983822.0
84,5dab73cf11bb5a1f6c86e011,"RT @TheEconomist: Charles Scharf, the former boss of BNY Mellon, will take over as CEO of Wells Fargo https://t.co/ONftF2bDEz",https://t.co/ONftF2bDEz,2019-09-27 22:02:34,0,0,0,0,,,36,351,en,Y,WF,2019-09-27,,0.0,464963106.0
85,5dab73cf11bb5a1f6c86e012,RT @JordynJournals: Wells Fargo named a new CEO -- and its another white man. The embattled bank had the opportunity to become the first ma…,,2019-09-27 22:01:23,0,0,0,0,,New York,4308,703,en,Y,WF,2019-09-27,,0.0,305771333.0
86,5dab73cf11bb5a1f6c86e013,"RT @PioneerPress: Wells Fargo appoints permanent CEO, Wall Street cheers https://t.co/HNDcrqnXyz https://t.co/G4ywJcCLQc",https://t.co/HNDcrqnXyz,2019-09-27 21:59:56,0,0,0,0,,"Lagos, Nigeria",1753,5000,en,Y,WF,2019-09-27,,0.0,333011425.0
87,5dab73cf11bb5a1f6c86e014,"RT @TheEconomist: Charles Scharf, the former boss of BNY Mellon, will take over as CEO of Wells Fargo https://t.co/ONftF2bDEz",https://t.co/ONftF2bDEz,2019-09-27 21:59:37,0,0,0,0,,,910,796,en,Y,WF,2019-09-27,,0.0,604978737.0
88,5dab73d011bb5a1f6c86e015,"Charles Scharf, the former boss of BNY Mellon, will take over as CEO of Wells Fargo.",,2019-09-27 21:58:45,0,0,0,0,,acá,6179,6445,en,Y,WF,2019-09-27,,0.0,90475995.0
89,5dab73d011bb5a1f6c86e016,RT @JordynJournals: Wells Fargo named a new CEO -- and its another white man. The embattled bank had the opportunity to become the first ma…,,2019-09-27 21:58:34,0,0,0,0,,"Los Angeles, CA",9504,8760,en,Y,WF,2019-09-27,,0.0,2535952495.0
